A,B,mech,recent_sh,recent_ret,recent_vol,recent_mdd,hist_sh,hist_ret,hist_vol,hist_mdd,joined_sh,joined_ret,rejected_entries,score,recent_rank,hist_rank,rank_avg,score_rank,rank_avg_rank,joined_rank
core-2m/cross_sector_slide3m_bd7,sp500-2m/same_sector_slide1m_noscreen,A,0.03924966796424296,0.006786096384391959,0.10374206354866822,-0.1643424744104356,-0.18452168544333467,-0.07093827990680701,0.21594635557229078,-0.47071216953856887,-0.13793537975045736,-0.051113228412985004,0,-0.18452168544333467,450,305,377.5,292,421,387
core-2m/cross_sector_slide3m_bd7,sp500-2m/same_sector_slide1m_bd7,A,-0.06951986808245002,-0.0015093182006395089,0.09949851017078001,-0.14260178786459957,-0.28290803085011235,-0.09542255188883286,0.22472389178923707,-0.4645808369862455,-0.2317787824122245,-0.07128532894851683,0,-0.28290803085011235,467,348,407.5,336,451,431
core-2m/cross_sector_slide3m_bd7,sp500-2m/cross_sector_slide3m_noscreen,A,-0.06829948952663292,-0.01379269066841613,0.13910293479873853,-0.18745190145498364,0.09410049372784256,0.0003057571912856716,0.1698131584162749,-0.26887904496390946,0.05966065068125387,-0.004223310071659081,0,-0.06829948952663292,466,189,327.5,249,372,295
core-2m/cross_sector_slide3m_bd7,sp500-2m/cross_sector_slide3m_bd7,A,-0.4610536508711683,-0.05426284509420039,0.12259753625884363,-0.16757837932443156,0.18658368462096303,0.015258787297199872,0.15410514009240808,-0.2615249252593228,0.05917036230750384,-0.0030939666616102367,0,-0.4610536508711683,487,149,318.0,411,359,297
core-2m/cross_sector_slide3m_bd7,sp500-2m/cross_sector_slide1m_noscreen,A,0.0025193039584250196,-0.0009197946277226032,0.1089770587610728,-0.14669480353201392,-0.2190627281837057,-0.07856984301214909,0.21775931647115304,-0.46539518442654815,-0.17638809959254553,-0.059304316665745385,0,-0.2190627281837057,454,320,387.0,308,432,410
core-2m/cross_sector_slide3m_bd7,sp500-2m/cross_sector_slide1m_bd7,A,-0.35751573837998873,-0.029033197923481913,0.10626095191154586,-0.14658376921848448,-0.28000379911774287,-0.09334652563565515,0.22190657551274987,-0.46490559060514647,-0.26781785985048595,-0.07790682036200888,0,-0.35751573837998873,484,345,414.5,370,458,441
core-2m/cross_sector_slide3m_bd7,core-12m/same_sector_slide3m_noscreen,A,0.059121656706961505,0.010947511456557035,0.07741314848328322,-0.09541280600215143,-0.36852559037713173,-0.12007116436592968,0.2365677338874826,-0.4660351062307828,-0.3012922089479674,-0.09103062780192486,0,-0.36852559037713173,445,389,417.0,377,463,453
core-2m/cross_sector_slide3m_bd7,core-12m/same_sector_slide3m_bd7,A,-0.18266550767519077,-0.025311079220075295,0.10883990957621917,-0.13234628056806713,-0.42212944479512365,-0.14095281544693883,0.25073259337078574,-0.476229784964769,-0.3772650636858262,-0.11476322185672949,0,-0.42212944479512365,478,413,445.5,401,486,472
core-2m/cross_sector_slide3m_bd7,core-12m/same_sector_slide1m_noscreen,A,-0.15991826830389247,-0.0019946238523246285,0.08126839332870328,-0.09863380127364514,-0.2645410579867937,-0.0903751034335164,0.22206424610107114,-0.46476394826706147,-0.22619908073802547,-0.07064569818977354,0,-0.2645410579867937,476,336,406.0,325,450,427
core-2m/cross_sector_slide3m_bd7,core-12m/same_sector_slide1m_bd7,A,-0.5133711519014583,-0.02475604558510709,0.08274104805701801,-0.10060343970855315,-0.365858791555891,-0.12275548713213535,0.24113999161982727,-0.46431007944422265,-0.33930967951723695,-0.10147713624038088,0,-0.5133711519014583,488,386,437.0,426,481,462
core-2m/cross_sector_slide3m_bd7,core-12m/cross_sector_slide3m_noscreen,A,0.22386104092412284,0.026765876472465998,0.12011823813673708,-0.14610019688951764,-0.3850789280266701,-0.11519195094008483,0.22397751263038837,-0.5130497355558523,-0.27579377893885654,-0.08101376609504171,0,-0.3850789280266701,401,397,399.0,385,441,443
core-2m/cross_sector_slide3m_bd7,core-12m/cross_sector_slide3m_bd7,A,0.17082947454792094,0.008593859203157916,0.11430308987436905,-0.13655663771440393,-0.3198849218826295,-0.11351165595667378,0.24267020492234703,-0.4687054542183283,-0.24936422809267614,-0.08430914297385292,0,-0.3198849218826295,421,364,392.5,352,437,436
core-2m/cross_sector_slide3m_bd7,core-12m/cross_sector_slide1m_noscreen,A,0.31515433510793006,0.027845227611058142,0.09922840026795197,-0.09812951180320628,-0.32038550636412283,-0.09830339357023588,0.21684479489212335,-0.465544413944737,-0.22322274473704573,-0.06712920818817873,0,-0.32038550636412283,366,365,365.5,353,414,425
core-2m/cross_sector_slide3m_bd7,core-12m/cross_sector_slide1m_bd7,A,0.17930117591370545,0.017025562896191126,0.0932766950158037,-0.10484954066009618,-0.2786667445717832,-0.0965729430795772,0.22804463697116398,-0.4642195622178018,-0.20737749730465196,-0.0688588310304595,0,-0.2786667445717832,415,344,379.5,333,425,421
core-2m/cross_sector_slide3m_bd7,sp500-12m/same_sector_slide3m_noscreen,A,0.4660183281516168,0.060617586479568206,0.12293487466908898,-0.1183111351628638,-0.10788779492029298,-0.058823141964843395,0.22574706528311062,-0.4662569145760421,-0.0046298295846091495,-0.0290346994315825,0,-0.10788779492029298,301,283,292.0,266,319,323
core-2m/cross_sector_slide3m_bd7,sp500-12m/same_sector_slide3m_bd7,A,0.16768654704204952,0.016890980056060358,0.10371201442885365,-0.1100778088015748,-0.2172375318588053,-0.08726844050823279,0.2356523769099187,-0.46744432424519755,-0.15510308504635062,-0.061835219235229145,0,-0.2172375318588053,423,319,371.0,307,417,397
core-2m/cross_sector_slide3m_bd7,sp500-12m/same_sector_slide1m_noscreen,A,0.8131608574849479,0.0877042187035189,0.10842888133439325,-0.10920449433219943,-0.28685839481172276,-0.0912815909772502,0.2159866814624877,-0.4731737337436087,-0.11245403482112869,-0.04685632244118569,0,-0.28685839481172276,144,350,247.0,338,248,376
core-2m/cross_sector_slide3m_bd7,sp500-12m/same_sector_slide1m_bd7,A,0.17200835256836455,0.018397024544468944,0.09592651912425235,-0.12286411718631596,-0.22825678931515134,-0.08234331402453088,0.2209146405133891,-0.4655089032888706,-0.16189934801264694,-0.05729403564973958,0,-0.22825678931515134,419,324,371.5,313,418,401
core-2m/cross_sector_slide3m_bd7,sp500-12m/cross_sector_slide3m_noscreen,A,0.8308627664934142,0.09503470682013107,0.11872190876725963,-0.09176882804671149,-0.28024408607627643,-0.09976552771975966,0.23378124712100337,-0.4872085008523649,-0.11077570889483464,-0.05310694448547819,0,-0.28024408607627643,137,346,241.5,334,240,374
core-2m/cross_sector_slide3m_bd7,sp500-12m/cross_sector_slide3m_bd7,A,0.9486105642246748,0.08420883692427225,0.10069311314492828,-0.08655617736730233,-0.04101981407878895,-0.026419236604614205,0.17579684054096312,-0.3550455994782937,0.0949382427860232,-0.0008330201771320489,0,-0.04101981407878895,95,250,172.5,233,131,276
core-2m/cross_sector_slide3m_bd7,sp500-12m/cross_sector_slide1m_noscreen,A,0.9936219632537721,0.09125224900262449,0.09477083901284192,-0.09964641027828994,-0.07779566318589905,-0.05079124797362833,0.21998999946789377,-0.47321011807852864,0.058560728635227884,-0.015391697876048238,0,-0.07779566318589905,83,268,175.5,253,136,298
core-2m/cross_sector_slide3m_bd7,sp500-12m/cross_sector_slide1m_bd7,A,0.5281407889946135,0.04064427391657288,0.08388040382310176,-0.08557490685711636,-0.048381660839024655,-0.018554805139223807,0.14048241348932733,-0.30704280956744423,0.041580531043351146,-0.00442835369639949,0,-0.048381660839024655,269,257,263.0,240,277,300
core-2m/cross_sector_slide1m_noscreen,core-2m/cross_sector_slide1m_bd7,A,0.9871277660892388,0.1089626082782996,0.11039121206462463,-0.12460952447900094,-0.26987312211429226,-0.031091640927152442,0.09783226284806713,-0.22478395784213234,0.0954986477324199,0.004296585581531431,0,-0.26987312211429226,86,341,213.5,330,190,274
core-2m/cross_sector_slide1m_noscreen,sp500-2m/same_sector_slide3m_noscreen,A,1.1015613704096234,0.12982314000361989,0.1124963141758242,-0.13210317463913893,0.06783743008101532,0.0021304123686474163,0.08815251237469084,-0.22291188452927602,0.39956980389107577,0.03468828273019451,0,0.06783743008101532,54,204,129.0,179,75,119
core-2m/cross_sector_slide1m_noscreen,sp500-2m/same_sector_slide3m_bd7,A,1.554088527753078,0.158522306957578,0.09825629432820174,-0.09200114332950471,-0.22229295678525512,-0.016110619984876173,0.06391006316171305,-0.20318787840282493,0.4042656814074633,0.027742023424603433,0,-0.22229295678525512,5,321,163.0,309,119,116
